ano,cultura,area_ha
2008,soja,0.0
2008,milho,589.0
2008,cana,0.0
2008,algodao,0.0
2009,soja,0.0
2009,milho,588.0
2009,cana,0.0
2009,algodao,0.0
2010,soja,0.0
2010,milho,597.0
2010,cana,0.0
2010,algodao,0.0
2011,soja,0.0
2011,milho,597.0
2011,cana,0.0
2011,algodao,0.0
2012,soja,0.0
2012,milho,449.0
2012,cana,0.0
2012,algodao,0.0
2013,soja,0.0
2013,milho,532.0
2013,cana,10.0
2013,algodao,0.0
2014,soja,0.0
2014,milho,581.0
2014,cana,10.0
2014,algodao,0.0
2015,soja,0.0
2015,milho,536.0
2015,cana,10.0
2015,algodao,0.0
2016,soja,0.0
2016,milho,282.0
2016,cana,10.0
2016,algodao,0.0
2017,soja,0.0
2017,milho,208.0
2017,cana,50.0
2017,algodao,0.0
2018,soja,0.0
2018,milho,24.0
2018,cana,31.0
2018,algodao,0.0
2019,soja,0.0
2019,milho,24.0
2019,cana,31.0
2019,algodao,0.0
2020,soja,0.0
2020,milho,24.0
2020,cana,31.0
2020,algodao,0.0
2021,soja,0.0
2021,milho,24.0
2021,cana,32.0
2021,algodao,0.0
2022,soja,0.0
2022,milho,34.0
2022,cana,42.0
2022,algodao,0.0
2023,soja,0.0
2023,milho,30.0
2023,cana,42.0
2023,algodao,0.0
2024,soja,30.0
2024,milho,30.0
2024,cana,42.0
2024,algodao,0.0
